Area,Item,Crop_Values,Element,Year,Continent,Flag Description
Croatia,"Walnuts, in shell",5231.0,Area harvested,2001,Europe,Official figure
Croatia,"Walnuts, in shell",568.0,Yield,2001,Europe,Official figure
Croatia,"Walnuts, in shell",2971.0,Production,2001,Europe,Official figure
Croatia,"Walnuts, in shell",5278.0,Area harvested,2002,Europe,Official figure
Croatia,"Walnuts, in shell",481.2,Yield,2002,Europe,Official figure
Croatia,"Walnuts, in shell",2540.0,Production,2002,Europe,Official figure
Croatia,"Walnuts, in shell",5178.0,Area harvested,2003,Europe,Official figure
Croatia,"Walnuts, in shell",614.7,Yield,2003,Europe,Official figure
Croatia,"Walnuts, in shell",3183.0,Production,2003,Europe,Official figure
Croatia,"Walnuts, in shell",5581.0,Area harvested,2004,Europe,Official figure
Croatia,"Walnuts, in shell",632.0,Yield,2004,Europe,Official figure
Croatia,"Walnuts, in shell",3527.0,Production,2004,Europe,Official figure
Croatia,"Walnuts, in shell",5985.0,Area harvested,2005,Europe,Official figure
Croatia,"Walnuts, in shell",1203.7,Yield,2005,Europe,Official figure
Croatia,"Walnuts, in shell",7204.0,Production,2005,Europe,Official figure
Croatia,"Walnuts, in shell",6197.0,Area harvested,2006,Europe,Official figure
Croatia,"Walnuts, in shell",1111.8,Yield,2006,Europe,Official figure
Croatia,"Walnuts, in shell",6890.0,Production,2006,Europe,Official figure
Croatia,"Walnuts, in shell",6327.0,Area harvested,2007,Europe,Official figure
Croatia,"Walnuts, in shell",1187.0,Yield,2007,Europe,Official figure
Croatia,"Walnuts, in shell",7510.0,Production,2007,Europe,Official figure
Croatia,"Walnuts, in shell",6945.0,Area harvested,2008,Europe,Official figure
Croatia,"Walnuts, in shell",283.1,Yield,2008,Europe,Official figure
Croatia,"Walnuts, in shell",1966.0,Production,2008,Europe,Official figure
Croatia,"Walnuts, in shell",7062.0,Area harvested,2009,Europe,Official figure
Croatia,"Walnuts, in shell",278.1,Yield,2009,Europe,Official figure
Croatia,"Walnuts, in shell",1964.0,Production,2009,Europe,Official figure
Croatia,"Walnuts, in shell",4034.0,Area harvested,2010,Europe,Official figure
Croatia,"Walnuts, in shell",1060.7,Yield,2010,Europe,Official figure
Croatia,"Walnuts, in shell",4279.0,Production,2010,Europe,Official figure
Croatia,"Walnuts, in shell",4402.0,Area harvested,2011,Europe,Official figure
Croatia,"Walnuts, in shell",600.0,Yield,2011,Europe,Official figure
Croatia,"Walnuts, in shell",2641.0,Production,2011,Europe,Official figure
Croatia,"Walnuts, in shell",3749.0,Area harvested,2012,Europe,Official figure
Croatia,"Walnuts, in shell",229.7,Yield,2012,Europe,Official figure
Croatia,"Walnuts, in shell",861.0,Production,2012,Europe,Official figure
Croatia,"Walnuts, in shell",2978.0,Area harvested,2013,Europe,Official figure
Croatia,"Walnuts, in shell",302.9,Yield,2013,Europe,Official figure
Croatia,"Walnuts, in shell",902.0,Production,2013,Europe,Official figure
Croatia,"Walnuts, in shell",4364.0,Area harvested,2014,Europe,Official figure
Croatia,"Walnuts, in shell",652.6,Yield,2014,Europe,Official figure
Croatia,"Walnuts, in shell",2848.0,Production,2014,Europe,Official figure
Croatia,"Walnuts, in shell",4507.0,Area harvested,2015,Europe,Official figure
Croatia,"Walnuts, in shell",444.4,Yield,2015,Europe,Official figure
Croatia,"Walnuts, in shell",2003.0,Production,2015,Europe,Official figure
Croatia,"Walnuts, in shell",5400.0,Area harvested,2016,Europe,Official figure
Croatia,"Walnuts, in shell",516.7,Yield,2016,Europe,Estimated value
Croatia,"Walnuts, in shell",2790.0,Production,2016,Europe,Figure from international organizations
Croatia,"Walnuts, in shell",5554.0,Area harvested,2017,Europe,Official figure
Croatia,"Walnuts, in shell",548.7,Yield,2017,Europe,Estimated value
Croatia,"Walnuts, in shell",3047.62,Production,2017,Europe,Estimated value
Croatia,"Walnuts, in shell",6700.0,Area harvested,2018,Europe,Official figure
Croatia,"Walnuts, in shell",59.7,Yield,2018,Europe,Official figure
Croatia,"Walnuts, in shell",400.0,Production,2018,Europe,Official figure
Croatia,"Walnuts, in shell",7210.0,Area harvested,2019,Europe,Official figure
Croatia,"Walnuts, in shell",27.7,Yield,2019,Europe,Official figure
Croatia,"Walnuts, in shell",200.0,Production,2019,Europe,Official figure
Croatia,"Walnuts, in shell",8110.0,Area harvested,2020,Europe,Official figure
Croatia,"Walnuts, in shell",46.9,Yield,2020,Europe,Official figure
Croatia,"Walnuts, in shell",380.0,Production,2020,Europe,Official figure
Croatia,"Walnuts, in shell",8420.0,Area harvested,2021,Europe,Official figure
Croatia,"Walnuts, in shell",20.2,Yield,2021,Europe,Official figure
Croatia,"Walnuts, in shell",170.0,Production,2021,Europe,Official figure
Croatia,"Walnuts, in shell",8910.0,Area harvested,2022,Europe,Official figure
Croatia,"Walnuts, in shell",103.3,Yield,2022,Europe,Official figure
Croatia,"Walnuts, in shell",920.0,Production,2022,Europe,Official figure
Croatia,"Walnuts, in shell",8650.0,Area harvested,2023,Europe,Official figure
Croatia,"Walnuts, in shell",20.8,Yield,2023,Europe,Official figure
Croatia,"Walnuts, in shell",180.0,Production,2023,Europe,Official figure
Czechia,Apples,20000.0,Area harvested,1993,Europe,Estimated value
Czechia,Apples,15405.8,Yield,1993,Europe,Estimated value
Czechia,Apples,308116.0,Production,1993,Europe,Official figure
Czechia,Apples,18000.0,Area harvested,1994,Europe,Estimated value
Czechia,Apples,13561.0,Yield,1994,Europe,Estimated value
Czechia,Apples,244098.0,Production,1994,Europe,Official figure
Czechia,Apples,17000.0,Area harvested,1995,Europe,Estimated value
Czechia,Apples,13266.7,Yield,1995,Europe,Estimated value
Czechia,Apples,225534.0,Production,1995,Europe,Official figure
Czechia,Apples,18000.0,Area harvested,1996,Europe,Estimated value
Czechia,Apples,13968.7,Yield,1996,Europe,Estimated value
Czechia,Apples,251436.0,Production,1996,Europe,Official figure
Czechia,Apples,20000.0,Area harvested,1997,Europe,Estimated value
Czechia,Apples,14550.4,Yield,1997,Europe,Estimated value
Czechia,Apples,291007.0,Production,1997,Europe,Official figure
Czechia,Apples,18000.0,Area harvested,1998,Europe,Estimated value
Czechia,Apples,15730.4,Yield,1998,Europe,Estimated value
Czechia,Apples,283148.0,Production,1998,Europe,Official figure
Czechia,Apples,16000.0,Area harvested,1999,Europe,Estimated value
Czechia,Apples,16505.8,Yield,1999,Europe,Estimated value
Czechia,Apples,264092.0,Production,1999,Europe,Official figure
Czechia,Apples,21000.0,Area harvested,2000,Europe,Estimated value
Czechia,Apples,16163.4,Yield,2000,Europe,Estimated value
Czechia,Apples,339431.0,Production,2000,Europe,Official figure
Czechia,Apples,18000.0,Area harvested,2001,Europe,Estimated value
Czechia,Apples,12286.9,Yield,2001,Europe,Estimated value
Czechia,Apples,221164.0,Production,2001,Europe,Official figure
Czechia,Apples,9260.0,Area harvested,2002,Europe,Official figure
Czechia,Apples,17923.8,Yield,2002,Europe,Official figure
Czechia,Apples,165974.0,Production,2002,Europe,Official figure
Czechia,Apples,9320.0,Area harvested,2003,Europe,Official figure
Czechia,Apples,15091.3,Yield,2003,Europe,Official figure
Czechia,Apples,140651.0,Production,2003,Europe,Official figure
Czechia,Apples,9500.0,Area harvested,2004,Europe,Official figure
Czechia,Apples,15462.5,Yield,2004,Europe,Official figure
Czechia,Apples,146894.0,Production,2004,Europe,Official figure
Czechia,Apples,9540.0,Area harvested,2005,Europe,Official figure
Czechia,Apples,14056.0,Yield,2005,Europe,Official figure
Czechia,Apples,134094.0,Production,2005,Europe,Official figure
Czechia,Apples,9290.0,Area harvested,2006,Europe,Official figure
Czechia,Apples,14680.8,Yield,2006,Europe,Official figure
Czechia,Apples,136385.0,Production,2006,Europe,Official figure
Czechia,Apples,9100.0,Area harvested,2007,Europe,Official figure
Czechia,Apples,12726.8,Yield,2007,Europe,Official figure
Czechia,Apples,115814.0,Production,2007,Europe,Official figure
Czechia,Apples,9040.0,Area harvested,2008,Europe,Official figure
Czechia,Apples,17042.4,Yield,2008,Europe,Official figure
Czechia,Apples,154063.0,Production,2008,Europe,Official figure
Czechia,Apples,8990.0,Area harvested,2009,Europe,Official figure
Czechia,Apples,15794.9,Yield,2009,Europe,Official figure
Czechia,Apples,141996.0,Production,2009,Europe,Official figure
Czechia,Apples,9030.0,Area harvested,2010,Europe,Official figure
Czechia,Apples,11052.2,Yield,2010,Europe,Official figure
Czechia,Apples,99801.0,Production,2010,Europe,Official figure
Czechia,Apples,9299.0,Area harvested,2011,Europe,Official figure
Czechia,Apples,9097.1,Yield,2011,Europe,Official figure
Czechia,Apples,84594.0,Production,2011,Europe,Official figure
Czechia,Apples,9367.0,Area harvested,2012,Europe,Official figure
Czechia,Apples,12673.1,Yield,2012,Europe,Official figure
Czechia,Apples,118709.0,Production,2012,Europe,Official figure
Czechia,Apples,8982.0,Area harvested,2013,Europe,Official figure
Czechia,Apples,13560.8,Yield,2013,Europe,Official figure
Czechia,Apples,121803.0,Production,2013,Europe,Official figure
Czechia,Apples,8962.0,Area harvested,2014,Europe,Official figure
Czechia,Apples,14315.1,Yield,2014,Europe,Official figure
Czechia,Apples,128292.0,Production,2014,Europe,Official figure
Czechia,Apples,8309.0,Area harvested,2015,Europe,Official figure
Czechia,Apples,18697.9,Yield,2015,Europe,Official figure
Czechia,Apples,155361.0,Production,2015,Europe,Official figure
Czechia,Apples,7491.0,Area harvested,2016,Europe,Official figure
Czechia,Apples,16686.3,Yield,2016,Europe,Official figure
Czechia,Apples,124997.0,Production,2016,Europe,Official figure
Czechia,Apples,7349.0,Area harvested,2017,Europe,Official figure
Czechia,Apples,14325.7,Yield,2017,Europe,Official figure
Czechia,Apples,105279.59,Production,2017,Europe,Official figure
Czechia,Apples,7250.0,Area harvested,2018,Europe,Official figure
Czechia,Apples,20900.7,Yield,2018,Europe,Official figure
Czechia,Apples,151530.0,Production,2018,Europe,Official figure
Czechia,Apples,7320.0,Area harvested,2019,Europe,Official figure
Czechia,Apples,13592.9,Yield,2019,Europe,Official figure
Czechia,Apples,99500.0,Production,2019,Europe,Official figure
Czechia,Apples,7190.0,Area harvested,2020,Europe,Official figure
Czechia,Apples,16076.5,Yield,2020,Europe,Official figure
Czechia,Apples,115590.0,Production,2020,Europe,Official figure
Czechia,Apples,7110.0,Area harvested,2021,Europe,Official figure
Czechia,Apples,16168.8,Yield,2021,Europe,Official figure
Czechia,Apples,114960.0,Production,2021,Europe,Official figure
Czechia,Apples,7010.0,Area harvested,2022,Europe,Official figure
Czechia,Apples,18737.5,Yield,2022,Europe,Official figure
Czechia,Apples,131350.0,Production,2022,Europe,Official figure
Czechia,Apples,6450.0,Area harvested,2023,Europe,Official figure
Czechia,Apples,15662.0,Yield,2023,Europe,Official figure
Czechia,Apples,101020.0,Production,2023,Europe,Official figure
Czechia,Apricots,1767.0,Area harvested,1993,Europe,Imputed value
Czechia,Apricots,3881.7,Yield,1993,Europe,Estimated value
Czechia,Apricots,6859.0,Production,1993,Europe,Official figure
Czechia,Apricots,1569.0,Area harvested,1994,Europe,Imputed value
Czechia,Apricots,3697.6,Yield,1994,Europe,Estimated value
Czechia,Apricots,5800.0,Production,1994,Europe,Official figure
Czechia,Apricots,3150.0,Area harvested,1995,Europe,Estimated value
Czechia,Apricots,4433.0,Yield,1995,Europe,Estimated value
Czechia,Apricots,13964.0,Production,1995,Europe,Official figure
Czechia,Apricots,3100.0,Area harvested,1996,Europe,Estimated value
Czechia,Apricots,5143.2,Yield,1996,Europe,Estimated value
Czechia,Apricots,15944.0,Production,1996,Europe,Official figure
Czechia,Apricots,3000.0,Area harvested,1997,Europe,Estimated value
Czechia,Apricots,2620.0,Yield,1997,Europe,Estimated value
Czechia,Apricots,7860.0,Production,1997,Europe,Official figure
Czechia,Apricots,2960.0,Area harvested,1998,Europe,Official figure
Czechia,Apricots,1863.2,Yield,1998,Europe,Official figure
Czechia,Apricots,5515.0,Production,1998,Europe,Official figure
Czechia,Apricots,2870.0,Area harvested,1999,Europe,Official figure
Czechia,Apricots,3537.6,Yield,1999,Europe,Official figure
Czechia,Apricots,10153.0,Production,1999,Europe,Official figure
Czechia,Apricots,2770.0,Area harvested,2000,Europe,Official figure
Czechia,Apricots,2687.7,Yield,2000,Europe,Official figure
Czechia,Apricots,7445.0,Production,2000,Europe,Official figure
Czechia,Apricots,2560.0,Area harvested,2001,Europe,Official figure
Czechia,Apricots,1460.2,Yield,2001,Europe,Official figure
Czechia,Apricots,3738.0,Production,2001,Europe,Official figure
Czechia,Apricots,1780.0,Area harvested,2002,Europe,Official figure
Czechia,Apricots,817.4,Yield,2002,Europe,Official figure
Czechia,Apricots,1455.0,Production,2002,Europe,Official figure
Czechia,Apricots,1730.0,Area harvested,2003,Europe,Official figure
Czechia,Apricots,2481.5,Yield,2003,Europe,Official figure
Czechia,Apricots,4293.0,Production,2003,Europe,Official figure
Czechia,Apricots,1870.0,Area harvested,2004,Europe,Official figure
Czechia,Apricots,2932.6,Yield,2004,Europe,Official figure
Czechia,Apricots,5484.0,Production,2004,Europe,Official figure
Czechia,Apricots,1820.0,Area harvested,2005,Europe,Official figure
Czechia,Apricots,1304.4,Yield,2005,Europe,Official figure
Czechia,Apricots,2374.0,Production,2005,Europe,Official figure
Czechia,Apricots,1730.0,Area harvested,2006,Europe,Official figure
Czechia,Apricots,1745.7,Yield,2006,Europe,Official figure
Czechia,Apricots,3020.0,Production,2006,Europe,Official figure
Czechia,Apricots,1530.0,Area harvested,2007,Europe,Official figure
Czechia,Apricots,3556.2,Yield,2007,Europe,Official figure
Czechia,Apricots,5441.0,Production,2007,Europe,Official figure
Czechia,Apricots,1430.0,Area harvested,2008,Europe,Official figure
Czechia,Apricots,2002.8,Yield,2008,Europe,Official figure
Czechia,Apricots,2864.0,Production,2008,Europe,Official figure
Czechia,Apricots,1410.0,Area harvested,2009,Europe,Official figure
Czechia,Apricots,3510.6,Yield,2009,Europe,Official figure
Czechia,Apricots,4950.0,Production,2009,Europe,Official figure
Czechia,Apricots,1240.0,Area harvested,2010,Europe,Official figure
Czechia,Apricots,1075.0,Yield,2010,Europe,Official figure
Czechia,Apricots,1333.0,Production,2010,Europe,Official figure
Czechia,Apricots,1276.0,Area harvested,2011,Europe,Official figure
Czechia,Apricots,1898.1,Yield,2011,Europe,Official figure
Czechia,Apricots,2422.0,Production,2011,Europe,Official figure
Czechia,Apricots,1295.0,Area harvested,2012,Europe,Official figure
Czechia,Apricots,796.9,Yield,2012,Europe,Official figure
Czechia,Apricots,1032.0,Production,2012,Europe,Official figure
Czechia,Apricots,1201.0,Area harvested,2013,Europe,Official figure
Czechia,Apricots,3323.9,Yield,2013,Europe,Official figure
Czechia,Apricots,3992.0,Production,2013,Europe,Official figure
Czechia,Apricots,1211.0,Area harvested,2014,Europe,Official figure
Czechia,Apricots,1913.3,Yield,2014,Europe,Official figure
Czechia,Apricots,2317.0,Production,2014,Europe,Official figure
Czechia,Apricots,1155.0,Area harvested,2015,Europe,Official figure
Czechia,Apricots,1937.7,Yield,2015,Europe,Official figure
Czechia,Apricots,2238.0,Production,2015,Europe,Official figure
Czechia,Apricots,1151.0,Area harvested,2016,Europe,Official figure
Czechia,Apricots,679.4,Yield,2016,Europe,Official figure
Czechia,Apricots,782.0,Production,2016,Europe,Official figure
Czechia,Apricots,1104.0,Area harvested,2017,Europe,Official figure
Czechia,Apricots,923.0,Yield,2017,Europe,Official figure
Czechia,Apricots,1019.01,Production,2017,Europe,Official figure
Czechia,Apricots,1150.0,Area harvested,2018,Europe,Official figure
Czechia,Apricots,1965.2,Yield,2018,Europe,Official figure
Czechia,Apricots,2260.0,Production,2018,Europe,Official figure
Czechia,Apricots,1150.0,Area harvested,2019,Europe,Official figure
Czechia,Apricots,2495.7,Yield,2019,Europe,Official figure
Czechia,Apricots,2870.0,Production,2019,Europe,Official figure
Czechia,Apricots,1170.0,Area harvested,2020,Europe,Official figure
Czechia,Apricots,504.3,Yield,2020,Europe,Official figure
Czechia,Apricots,590.0,Production,2020,Europe,Official figure
Czechia,Apricots,1120.0,Area harvested,2021,Europe,Official figure
Czechia,Apricots,1660.7,Yield,2021,Europe,Official figure
Czechia,Apricots,1860.0,Production,2021,Europe,Official figure
Czechia,Apricots,1110.0,Area harvested,2022,Europe,Official figure
Czechia,Apricots,1378.4,Yield,2022,Europe,Official figure
Czechia,Apricots,1530.0,Production,2022,Europe,Official figure
Czechia,Apricots,1000.0,Area harvested,2023,Europe,Official figure
Czechia,Apricots,710.0,Yield,2023,Europe,Official figure
Czechia,Apricots,710.0,Production,2023,Europe,Official figure
Czechia,Cucumbers and gherkins,4607.0,Area harvested,1993,Europe,Official figure
Czechia,Cucumbers and gherkins,11883.2,Yield,1993,Europe,Official figure
Czechia,Cucumbers and gherkins,54746.0,Production,1993,Europe,Official figure
Czechia,Cucumbers and gherkins,4694.0,Area harvested,1994,Europe,Official figure
Czechia,Cucumbers and gherkins,10926.1,Yield,1994,Europe,Official figure
Czechia,Cucumbers and gherkins,51287.0,Production,1994,Europe,Official figure
Czechia,Cucumbers and gherkins,4544.0,Area harvested,1995,Europe,Official figure
Czechia,Cucumbers and gherkins,10072.4,Yield,1995,Europe,Official figure
Czechia,Cucumbers and gherkins,45769.0,Production,1995,Europe,Official figure
Czechia,Cucumbers and gherkins,4387.0,Area harvested,1996,Europe,Official figure
